Nimi,Puolue,Luottamuselin teksti,Alku,Loppu,Luottamuselimen asema
Toivanen Miika,KOK,Tarkastuslautakunta,01.01.2009,22.02.2010,Henkilökohtainen varajäsen
Toivanen Tero,VAS,Sivistyslautakunta,08.06.2010,22.08.2011,Jäsen
Toiviainen Eija,KOK,20. Vaalilautakunta,27.04.2009,07.06.2009,5. varajäsen
Toiviainen Eija,KOK,Kaupunginvaltuusto,08.06.2010,17.01.2011,5. varajäsen
Toiviainen Eija,KOK,20. Vaalilautakunta,24.03.2011,17.04.2011,Varapuheenjohtaja
Toiviainen Eija,KOK,Päivähoito- ja varhaiskasvatusjaosto,22.01.2009,31.12.2011,Henkilökohtainen varajäsen
Toiviainen Eija,KOK,20. Vaalilautakunta,08.12.2011,05.02.2012,Varapuheenjohtaja
Toiviainen Eija,KOK,Sivistyslautakunta,08.12.2008,31.12.2012,Jäsen
Toiviainen Eija,KOK,Sotepa/Vammaisneuvosto,01.01.2009,31.12.2012,Henkilökohtainen varajäsen
Toiviainen Eija,KOK,Jyväskylän koulutuskuntayhtymävalt.,12.01.2009,31.12.2012,Jäsen
Toiviainen Eija,KOK,Kaupunginvaltuusto,18.01.2011,31.12.2012,4. varajäsen
Toiviainen Eija,KOK,Päivähoito- ja varhaiskasvatustoimikunta,01.01.2012,31.12.2012,Henkilökohtainen varajäsen
Toiviainen Hennamari,KESK,Nuorisolautakunta,08.12.2008,31.12.2010,Jäsen
Toiviainen Hennamari,KESK,K-S opiskelija-asuntosäätiön valtuuskunta,01.01.2009,31.12.2010,Henkilökohtainen varajäsen
Toiviainen Hennamari,KESK,"Kulttuuri-, liikunta- ja nuorisolautakunta",01.01.2011,27.08.2012,Jäsen
Toiviainen Hennamari,KESK,K-S opiskelija-asuntosäätiön valtuuskunta,01.01.2011,31.12.2012,Henkilökohtainen varajäsen
Toiviainen Hennamari,KESK,Nuorisojaosto,01.01.2011,31.12.2012,Jäsen
Toivonen Esa,KOK,32. Vaalilautakunta,24.03.2011,17.04.2011,3. varajäsen
Toivonen Esa,KOK,32. Vaalilautakunta,08.12.2011,05.02.2012,3. varajäsen
Tolonen Marko,KOK,12. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Tolonen Marko,KOK,12. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Torikka Jukka,SDP,19. Vaalilautakunta,27.04.2009,07.06.2009,Jäsen
Torikka Jukka,SDP,K-S opiskelija-asuntosäätiön valtuuskunta,01.01.2008,31.12.2009,Jäsen
Torikka Jukka,SDP,Tulevaisuus- ja kaupunkisuunnittelulautakunta,08.12.2008,24.10.2011,Jäsen
Torikka Jukka,SDP,K-S opiskelija-asuntosäätiön valtuuskunta,01.01.2010,31.12.2011,Jäsen
Torkki Hellin,KOK,K-S liiton kuntayhtymän edustajainkokous,12.01.2009,10.03.2009,Henkilökohtainen varajäsen
Torkki Hellin,KOK,Jyväskylän Seudun Työterveyden jk,19.01.2009,31.03.2011,Jäsen
Torkki Hellin,KOK,Kaupunginvaltuusto,03.11.2008,31.12.2012,Jäsen
Torkki Hellin,KOK,Korpilahden aluelautakunta,08.12.2008,31.12.2012,Jäsen
Torkki Hellin,KOK,Perusturvalautakunta,08.12.2008,31.12.2012,Henkilökohtainen varajäsen
Torkki Hellin,KOK,Maakuntavaltuusto,11.03.2009,31.12.2012,Henkilökohtainen varajäsen
Torkki Hellin,KOK,Terveydenhuollon jaosto,18.11.2010,31.12.2012,Jäsen
Torkki Hellin,KOK,Jyväskylän Seudun Työterveyden jk,01.04.2011,31.12.2012,Jäsen
Torppa Teppo,VIHR,Kaupunkirakennelautakunta,08.12.2008,22.02.2010,Henkilökohtainen varajäsen
Tossavainen Kea,VIHR,K-S opiskelija-asuntosäätiön valtuuskunta,01.01.2008,31.12.2009,Jäsen
Tossavainen Kea,VIHR,Nuorisolautakunta,08.12.2008,31.12.2010,Henkilökohtainen varajäsen
Tossavainen Kea,VIHR,27. Vaalilautakunta,24.03.2011,17.04.2011,2. varajäsen
Tossavainen Kea,VIHR,K-S opiskelija-asuntosäätiön valtuuskunta,01.01.2010,31.12.2011,Jäsen
Tossavainen Kea,VIHR,27. Vaalilautakunta,08.12.2011,05.02.2012,2. varajäsen
Tossavainen Kea,VIHR,Nuorisojaosto,01.01.2011,31.12.2012,Henkilökohtainen varajäsen
Tossavainen Marjo,KOK,26. Vaalilautakunta,24.03.2011,17.04.2011,Varapuheenjohtaja
Tossavainen Marjo,KOK,Tarkastuslautakunta,20.09.2011,31.12.2011,Henkilökohtainen varajäsen
Tossavainen Marjo,KOK,26. Vaalilautakunta,08.12.2011,05.02.2012,Varapuheenjohtaja
Tossavainen Marjo,KOK,Kaupunkirakennelautakunta,17.04.2012,31.12.2012,Henkilökohtainen varajäsen
Tossavainen Marjut,KOK,33. Vaalilautakunta,24.03.2011,17.04.2011,2. varajäsen
Tossavainen Pentti,SDP,20. Vaalilautakunta,27.04.2009,07.06.2009,Puheenjohtaja
Tossavainen Pentti,SDP,20. Vaalilautakunta,24.03.2011,17.04.2011,Puheenjohtaja
Tossavainen Pentti,SDP,20. Vaalilautakunta,08.12.2011,05.02.2012,Puheenjohtaja
Tourunen Mika,VAS,Rakennus- ja ympäristölautakunta,08.12.2008,22.08.2011,Henkilökohtainen varajäsen
Tourunen Mika,VAS,Rakennus- ja ympäristölautakunta,23.08.2011,31.12.2012,Jäsen
Tuikka Henry,EI,19. Vaalilautakunta,27.04.2009,07.06.2009,Jäsen
Tuikka Henry,KOK,19. Vaalilautakunta,27.04.2009,07.06.2009,Jäsen
Tuikka Henry,KOK,Tarkastuslautakunta,23.02.2010,31.12.2012,Henkilökohtainen varajäsen
Tuikkanen Anu,VIHR,Jyväskylän Seudun Työterveyden jk,19.01.2009,31.03.2011,Puheenjohtaja
Tuikkanen Marja-Liisa,SDP,12. Vaalilautakunta,27.04.2009,07.06.2009,Varapuheenjohtaja
Tuikkanen Marja-Liisa,SDP,Tarkastuslautakunta,01.01.2009,31.12.2012,Jäsen
Tuikkanen Marja-Liisa,SDP,Tarkastuslautakunta/I-jaosto,02.02.2009,31.12.2012,Jäsen
Tunturi Eija-Mari,KD,12. Vaalilautakunta,27.04.2009,07.06.2009,4. varajäsen
Tuomainen Maiju,SDP,4. Vaalilautakunta,24.03.2011,17.04.2011,4. varajäsen
Tuomainen Maiju,SDP,Sivistyslautakunta,18.05.2010,12.12.2011,Henkilökohtainen varajäsen
Tuomainen Maiju,SDP,4. Vaalilautakunta,08.12.2011,05.02.2012,4. varajäsen
Tuomainen Maiju,SDP,Sivistyslautakunta,13.12.2011,31.12.2012,Jäsen
Tuominen Marjatta,KD,32. Vaalilautakunta,27.04.2009,07.06.2009,1. varajäsen
Tuominen Marjatta,KD,32. Vaalilautakunta,24.03.2011,17.04.2011,1. varajäsen
Tuominiemi Raija,KESK,36. Vaalilautakunta,27.04.2009,07.06.2009,2. varajäsen
Tuomi-Sorjonen Pia,KOK,8. Vaalilautakunta,27.04.2009,07.06.2009,Jäsen
Tuomi-Sorjonen Pia,KOK,8. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Tuomi-Sorjonen Pia,KOK,8. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Tuomi-Sorjonen Pia,KOK,Talouspalvelukeskuksen johtokunta,19.01.2009,31.12.2012,Henkilökohtainen varajäsen
Tuomi-Sorjonen Pia,KOK,Tarkastuslautakunta,24.01.2012,31.12.2012,Henkilökohtainen varajäsen
Tuomivaara-Heikkinen Leila,KESK,29. Vaalilautakunta,27.04.2009,07.06.2009,3. varajäsen
Tuovinen Hannu,SDP,13. Vaalilautakunta,24.03.2011,17.04.2011,5. varajäsen
Tuovinen Hannu,SDP,13. Vaalilautakunta,08.12.2011,05.02.2012,5. varajäsen
Tuppurainen Esko,KESK,Käräjäoikeuden lautamiehet,01.04.2009,31.12.2012,Jäsen
Turkia Tea,PS,Kunnan keskusvaalilautakunta,07.07.2008,31.01.2009,3. varajäsen
Turkia Tea,PS,Keskusvaalilautakunta,03.11.2008,23.01.2012,Varajäsen
Turunen Kari,KD,6. Vaalilautakunta,27.04.2009,07.06.2009,1. varajäsen
Turunen Kirsti,SDP,15. Vaalilautakunta,27.04.2009,07.06.2009,4. varajäsen
Turunen Kirsti,SDP,15. Vaalilautakunta,24.03.2011,17.04.2011,4. varajäsen
Turunen Kirsti,SDP,15. Vaalilautakunta,08.12.2011,05.02.2012,4. varajäsen
Turunen Kirsti,SDP,Tulevaisuus- ja kaupunkisuunnittelulautakunta,08.12.2008,31.12.2012,Henkilökohtainen varajäsen
Turunen Kirsti,SDP,Talouspalvelukeskuksen johtokunta,11.08.2009,31.12.2012,Jäsen
Turunen Leo,SDP,10. Vaalilautakunta,27.04.2009,07.06.2009,Puheenjohtaja
Turunen Leo,SDP,Korpilahden-Muuramen terv.huollon kuntayht. yhtymähall.,01.01.2009,31.12.2010,Jäsen
Turunen Leo,SDP,10. Vaalilautakunta,26.03.2011,17.04.2011,Puheenjohtaja
Turunen Leo,SDP,10. Vaalilautakunta,08.12.2011,05.02.2012,Puheenjohtaja
Turunen Leo,SDP,Laajennettu puheenjohtajisto,01.01.2009,31.12.2012,Jäsen
Turunen Leo,SDP,Talouspalvelukeskuksen johtokunta,19.01.2009,31.12.2012,Varapuheenjohtaja
Turunen Leo,SDP,Työllisyysjaosto,22.01.2009,31.12.2012,Henkilökohtainen varajäsen
Turunen Ora,KD,26. Vaalilautakunta,27.04.2009,07.06.2009,Jäsen
Turunen Ora,KD,26. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Turunen Ora,KD,26. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Turunen Pasi,PS,Kaupunginvaltuusto,03.11.2008,31.12.2012,2. varajäsen
Turunen Pasi,PS,Käräjäoikeuden lautamiehet,01.04.2009,31.12.2012,Jäsen
Tuupainen Kauko,PS,K-S liiton kuntayhtymän edustajainkokous,12.01.2009,10.03.2009,Jäsen
Tuupainen Kauko,PS,3. Vaalitoimikunta,27.04.2009,07.06.2009,3. varajäsen
Tuupainen Kauko,PS,Laajennettu puheenjohtajisto,01.01.2009,31.12.2010,Jäsen
Tuupainen Kauko,PS,Kaupunginvaltuusto,03.11.2008,31.12.2012,Jäsen
Tuupainen Kauko,PS,Maakuntavaltuusto,11.03.2009,31.12.2012,Jäsen
Tuupainen Marko,SDP,6. Vaalilautakunta,27.04.2009,07.06.2009,4. varajäsen
Tuupainen Marko,SDP,6. Vaalilautakunta,24.03.2011,17.04.2011,4. varajäsen
Tuupainen Marko,SDP,6. Vaalilautakunta,08.12.2011,05.02.2012,4. varajäsen
Tynjä Erkki,SKP,Käräjäoikeuden lautamiehet,01.04.2009,31.12.2012,Jäsen
Tynjä Riitta,SKP,Kaupunginvaltuusto,03.11.2008,31.12.2012,Jäsen
Tynjä Riitta,SKP,Laajennettu puheenjohtajisto,01.01.2009,31.12.2012,Jäsen
Tynjä Riitta,SKP,Organisaatiotoimikunta,15.02.2010,31.12.2012,Jäsen
Tynkkynen Heikki,KESK,Kulttuurilautakunta,08.12.2008,31.12.2010,Jäsen
Tynkkynen Heikki,KESK,Tarkastuslautakunta,24.08.2010,31.12.2010,Puheenjohtaja
Tynkkynen Heikki,KESK,Kaupunginvaltuusto,03.11.2008,31.12.2012,Jäsen
Tynkkynen Heikki,KESK,K-S konservatorion säätiön valtuusk,01.01.2009,31.12.2012,Jäsen
Tynkkynen Heikki,KESK,Maakuntavaltuusto,18.05.2010,31.12.2012,Henkilökohtainen varajäsen
Tynkkynen Heikki,KESK,Tarkastuslautakunta IV -jaosto,24.08.2010,31.12.2012,Jäsen
Tynkkynen Heikki,KESK,Kulttuurijaosto,01.01.2011,31.12.2012,Jäsen
Tynkkynen Heikki,KESK,Tarkastuslautakunta,01.01.2011,31.12.2012,"Pj/krp-,perust-,siv-ja tark"
Tynkkynen Maritta,KESK,K-S liiton kuntayhtymän edustajainkokous,12.01.2009,10.03.2009,Henkilökohtainen varajäsen
Tynkkynen Maritta,KESK,Päivähoito- ja varhaiskasvatusjaosto,22.01.2009,31.12.2011,Henkilökohtainen varajäsen
Tynkkynen Maritta,KESK,Kaupunginvaltuusto,03.11.2008,31.12.2012,Jäsen
Tynkkynen Maritta,KESK,Sivistyslautakunta,08.12.2008,31.12.2012,Jäsen
Tynkkynen Maritta,KESK,Maakuntavaltuusto,11.03.2009,31.12.2012,Henkilökohtainen varajäsen
Tynkkynen Maritta,KESK,Päivähoito- ja varhaiskasvatustoimikunta,01.01.2012,31.12.2012,Henkilökohtainen varajäsen
Tyrväinen Emmi,KOK,7. Vaalilautakunta,24.03.2011,17.04.2011,Varapuheenjohtaja
Tyynelä Sinikka,KESK,Terveydenhuollon jaosto,18.11.2010,31.12.2012,Jäsen
Tähtinen-Kivikäs Helena,KOK,Käräjäoikeuden lautamiehet,01.04.2009,31.12.2012,Jäsen
Töhönen Jouko,SDP,Sivistyslautakunta,08.12.2008,31.12.2012,Henkilökohtainen varajäsen
Uimonen Taina,KD,33. Vaalilautakunta,08.12.2011,05.02.2012,1. varajäsen
Ukkonen Eino,KOK,27. Vaalilautakunta,27.04.2009,07.06.2009,3. varajäsen
Uski Jorma,PS,K-S liiton kuntayhtymän edustajainkokous,12.01.2009,10.03.2009,Jäsen
Uski Jorma,PS,6. Vaalilautakunta,27.04.2009,07.06.2009,3. varajäsen
Uski Jorma,PS,6. Vaalilautakunta,24.03.2011,17.04.2011,3. varajäsen
Uski Jorma,PS,6. Vaalilautakunta,08.12.2011,05.02.2012,3. varajäsen
Uski Jorma,PS,Kaupunginvaltuusto,03.11.2008,31.12.2012,Jäsen
Uski Jorma,PS,Maakuntavaltuusto,11.03.2009,31.12.2012,Jäsen
Utriainen Pekka,EI,Palokan terv.huollon kuntayht. yhtymähall.,01.01.2009,31.12.2010,Jäsen
Uuranmäki Raija,VAS,39. Vaalilautakunta,27.04.2009,07.06.2009,Jäsen
Uuranmäki Raija,VAS,39. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Uuranmäki Raija,VAS,39. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Uusitalo Kaija,KOK,6. Vaalitoimikunta,27.04.2009,07.06.2009,Puheenjohtaja
Uusitalo Kaija,KOK,Maaseutulautakunta,08.12.2008,31.12.2012,Varapuheenjohtaja
Uusitalo Kaija,KOK,Laajennettu puheenjohtajisto,01.01.2009,31.12.2012,Jäsen
Uusitalo Kaija,KOK,Tiejaosto,05.11.2009,31.12.2012,Henkilökohtainen varajäsen
Uutela Leena,SDP,29. Vaalilautakunta,27.04.2009,07.06.2009,4. varajäsen
Uutela Leena,SDP,Kaupunginvaltuusto,03.11.2008,17.05.2010,6. varajäsen
Uutela Leena,SDP,29. Vaalilautakunta,24.03.2011,17.04.2011,4. varajäsen
Uutela Leena,SDP,29. Vaalilautakunta,08.12.2011,05.02.2012,4. varajäsen
Uutela Leena,SDP,Kaupunginvaltuusto,18.05.2010,06.06.2012,5. varajäsen
Uutela Leena,SDP,Perusturvalautakunta,08.12.2008,31.12.2012,Henkilökohtainen varajäsen
Uutela Leena,SDP,Ympäristöterveysjaosto,22.01.2009,31.12.2012,Henkilökohtainen varajäsen
Uutela Leena,SDP,Yksilöhuoltojaosto/Sos.ja.terv.ltk,22.01.2009,31.12.2012,Henkilökohtainen varajäsen
Uutela Leena,SDP,Terveydenhuollon jaosto,18.11.2010,31.12.2012,Henkilökohtainen varajäsen
Uutela Leena,SDP,Kaupunginvaltuusto,07.06.2011,31.12.2012,4. varajäsen
Vaara Jani,VIHR,Liikuntalautakunta,08.12.2008,24.08.2009,Jäsen
Vaherto Kirsti,KOK,1. Vaalilautakunta,27.04.2009,07.06.2009,Puheenjohtaja
Vaherto Kirsti,KOK,1. Vaalilautakunta,24.03.2011,17.04.2011,Puheenjohtaja
Vaherto Kirsti,KOK,1. Vaalilautakunta,08.12.2011,05.02.2012,Puheenjohtaja
Wahlström Johan,VIHR,35. Vaalilautakunta,27.04.2009,07.06.2009,1. varajäsen
Wahlström Johan,VIHR,35. Vaalilautakunta,24.03.2011,17.04.2011,1. varajäsen
Valkama Linda,KOK,18. Vaalilautakunta,27.04.2009,07.06.2009,7. varajäsen
Valkama Linda,KOK,18. Vaalilautakunta,24.03.2011,17.04.2011,7. varajäsen
Valkama Linda,KOK,18. Vaalilautakunta,08.12.2011,05.02.2012,7. varajäsen
Valkeapää Maija,KOK,26. Vaalilautakunta,08.12.2011,05.02.2012,5. varajäsen
Valkonen Kaarlo,VAS,28. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Valkonen Marita,KESK,27. Vaalilautakunta,27.04.2009,07.06.2009,5. varajäsen
Valkonen Marita,KESK,27. Vaalilautakunta,24.03.2011,17.04.2011,5. varajäsen
Valkonen Marita,KESK,27. Vaalilautakunta,08.12.2011,05.02.2012,5. varajäsen
Valkonen Satu,PS,Kaupunginvaltuusto,26.10.2008,31.12.2012,1. varajäsen
Wallinheimo Sinuhe,KOK,K-S liiton kuntayhtymän edustajainkokous,12.01.2009,10.03.2009,Jäsen
Wallinheimo Sinuhe,KOK,Liikuntalautakunta,08.12.2008,31.12.2010,Varapuheenjohtaja
Wallinheimo Sinuhe,KOK,"Kulttuuri-, liikunta- ja nuorisolautakunta",01.01.2011,19.09.2011,Jäsen
Wallinheimo Sinuhe,KOK,Laajennettu puheenjohtajisto,01.01.2009,02.11.2011,Jäsen
Wallinheimo Sinuhe,KOK,Liikuntajaosto,01.01.2011,02.11.2011,Varapuheenjohtaja
Wallinheimo Sinuhe,KOK,Kaupunginvaltuusto,03.11.2008,31.12.2012,Jäsen
Wallinheimo Sinuhe,KOK,Maakuntavaltuusto,11.03.2009,31.12.2012,Jäsen
Vanhala Jari,KOK,38. Vaalilautakunta,27.04.2009,07.06.2009,Jäsen
Vanhala Jari,KOK,38. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Vanhala Jari,KOK,38. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Vanhala Jari,KOK,Korpilahden aluelautakunta,08.12.2008,31.12.2012,Jäsen
Vanhala Jari,KOK,Sivistyslautakunta,08.12.2008,31.12.2012,Henkilökohtainen varajäsen
Vankka Kalle,SDP,16. Vaalilautakunta,24.03.2011,17.04.2011,1. varajäsen
Vankka Kalle,SDP,16. Vaalilautakunta,08.12.2011,05.02.2012,1. varajäsen
Vankka Kalle,SDP,Kaupunkirakennelautakunta,08.12.2008,31.12.2012,Henkilökohtainen varajäsen
Warén Janne,VIHR,K-S opiskelija-asuntosäätiön valtuuskunta,18.01.2010,31.12.2011,Henkilökohtainen varajäsen
Varsell Helmi,VAS,37. Vaalilautakunta,27.04.2009,07.06.2009,Jäsen
Varsell Helmi,VAS,37. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Varsell Helmi,VAS,37. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Watia Pirjo,KOK,35. Vaalilautakunta,27.04.2009,07.06.2009,Jäsen
Watia Pirjo,KOK,35. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Watia Pirjo,KOK,Altek Aluetekniikan johtokunta,19.01.2009,12.09.2011,Henkilökohtainen varajäsen
Watia Pirjo,KOK,Jkl:n kihlakunnan poliisin neuvotteluk.,01.01.2009,19.09.2011,Jäsen
Watia Pirjo,KOK,Tarkastuslautakunta,21.09.2010,19.09.2011,Henkilökohtainen varajäsen
Vehmas Päivi,SDP,Kylän Kattauksen johtokunta,19.01.2009,31.12.2012,Henkilökohtainen varajäsen
Vehniäinen Maili,KESK,3. Vaalilautakunta,27.04.2009,07.06.2009,4. varajäsen
Vehniäinen Maili,KESK,3. Vaalilautakunta,24.03.2011,17.04.2011,4. varajäsen
Vehniäinen Maili,KESK,3. Vaalilautakunta,08.12.2011,05.02.2012,4. varajäsen
Weijo Hilkka,KOK,"K-S:n pelastuslaitos, liikelaitoksen johtokunta",01.01.2009,31.12.2012,Henkilökohtainen varajäsen
Weijo Pirkko,KESK,K-S liiton kuntayhtymän edustajainkokous,12.01.2009,10.03.2009,Jäsen
Weijo Pirkko,KESK,Kaupunginhallitus,03.11.2008,31.12.2010,Henkilökohtainen varajäsen
Weijo Pirkko,KESK,Taloustoimikunta,02.02.2009,31.12.2010,Henkilökohtainen varajäsen
Weijo Pirkko,KESK,39. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Weijo Pirkko,KESK,39. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Weijo Pirkko,KESK,Kaupunginvaltuusto,03.11.2008,31.12.2012,Jäsen
Weijo Pirkko,KESK,Sivistyslautakunta,08.12.2008,31.12.2012,Henkilökohtainen varajäsen
Weijo Pirkko,KESK,Maakuntavaltuusto,11.03.2009,31.12.2012,Jäsen
Weijo Pirkko,KESK,Organisaatiotoimikunta,15.02.2010,31.12.2012,Henkilökohtainen varajäsen
Weijo Pirkko,KESK,Kaupunginhallitus,01.01.2011,31.12.2012,Henkilökohtainen varajäsen
Weijo Pirkko,KESK,Yleiskaavatoimikunta,13.09.2011,31.12.2012,Jäsen
Venäläinen Juha,KOK,K-S liiton kuntayhtymän edustajainkokous,12.01.2009,10.03.2009,Henkilökohtainen varajäsen
Venäläinen Juha,KOK,11. Vaalilautakunta,27.04.2009,07.06.2009,5. varajäsen
Venäläinen Juha,KOK,Kulttuurilautakunta,08.12.2008,31.12.2010,Jäsen
Venäläinen Juha,KOK,11. Vaalilautakunta,24.03.2011,17.04.2011,5. varajäsen
Venäläinen Juha,KOK,11. Vaalilautakunta,08.12.2011,05.02.2012,5. varajäsen
Venäläinen Juha,KOK,Kaupunginvaltuusto,03.11.2008,31.12.2012,Jäsen
Venäläinen Juha,KOK,Maakuntavaltuusto,11.03.2009,31.12.2012,Henkilökohtainen varajäsen
Venäläinen Juha,KOK,"Kulttuuri-, liikunta- ja nuorisolautakunta",01.01.2011,31.12.2012,Henkilökohtainen varajäsen
Venäläinen Juha,KOK,Kulttuurijaosto,01.01.2011,31.12.2012,Jäsen
Venäläinen Juha,KOK,Organisaatiotoimikunta,01.02.2011,31.12.2012,Jäsen
Venäläinen Miikka,EI,7. Vaalilautakunta,27.04.2009,07.06.2009,3. varajäsen
Vesala Tanja,KOK,K-S opiskelija-asuntosäätiön valtuuskunta,01.01.2008,16.03.2009,Henkilökohtainen varajäsen
Vesterinen Aarne,VAS,21. Vaalilautakunta,27.04.2009,07.06.2009,4. varajäsen
Vesterinen Aarne,VAS,Kulttuurilautakunta,08.12.2008,31.12.2010,Henkilökohtainen varajäsen
Vesterinen Aarne,VAS,21. Vaalilautakunta,24.03.2011,17.04.2011,4. varajäsen
Vesterinen Aarne,VAS,21. Vaalilautakunta,08.12.2011,05.02.2012,4. varajäsen
Vesterinen Aarne,VAS,"Kulttuuri-, liikunta- ja nuorisolautakunta",01.01.2011,31.12.2012,Henkilökohtainen varajäsen
Vesterinen Aarne,VAS,Kulttuurijaosto,01.01.2011,31.12.2012,Henkilökohtainen varajäsen
Viikari Tarja,SDP,K-S liiton kuntayhtymän edustajainkokous,12.01.2009,10.03.2009,Henkilökohtainen varajäsen
Viikari Tarja,SDP,2. Vaalilautakunta,27.04.2009,07.06.2009,Puheenjohtaja
Viikari Tarja,SDP,Sivistyslautakunta,08.12.2008,17.05.2010,Jäsen
Viikari Tarja,SDP,2. Vaalilautakunta,24.03.2011,17.04.2011,Puheenjohtaja
Viikari Tarja,SDP,Sivistyslautakunta,18.05.2010,12.12.2011,Varapuheenjohtaja
Viikari Tarja,SDP,2. Vaalilautakunta,08.12.2011,05.02.2012,Puheenjohtaja
Viikari Tarja,SDP,Kaupunginvaltuusto,03.11.2008,31.12.2012,1. varajäsen
Viikari Tarja,SDP,Jyväskylän koulutuskuntayhtymävalt.,12.01.2009,31.12.2012,Henkilökohtainen varajäsen
Viikari Tarja,SDP,Kaupunginvaltuusto,22.09.2009,31.12.2012,Jäsen
Viikari Tarja,SDP,Maakuntavaltuusto,22.09.2009,31.12.2012,Henkilökohtainen varajäsen
Viikari Tarja,SDP,Laajennettu puheenjohtajisto,18.05.2010,31.12.2012,Jäsen
Viikari Timo,SDP,1. Vaalitoimikunta,27.04.2009,07.06.2009,Varapuheenjohtaja
Viikari Timo,SDP,1. Vaalitoimikunta,24.03.2011,17.04.2011,Varapuheenjohtaja
Viikari Timo,SDP,1. Vaalitoimikunta,08.12.2011,05.02.2012,Varapuheenjohtaja
Viinikainen Ari,KOK,Ympäristöterveysjaosto,22.01.2009,31.12.2012,Jäsen
Viinikainen Oiva,VAS,Korpilahden aluelautakunta,08.12.2008,31.12.2012,Jäsen
Viinikainen Oiva,VAS,Kylän Kattauksen johtokunta,19.01.2009,31.12.2012,Henkilökohtainen varajäsen
Viinikka Laura,EI,Kilpisen alueen aluejk,01.09.2008,31.05.2009,
Viitanen Tarja,KOK,13. Vaalilautakunta,27.04.2009,07.06.2009,2. varajäsen
Viitanen Tarja,KOK,13. Vaalilautakunta,24.03.2011,17.04.2011,Puheenjohtaja
Viitanen Tarja,KOK,13. Vaalilautakunta,08.12.2011,05.02.2012,Puheenjohtaja
Vilen Merja,EI,Kylän Kattauksen johtokunta,19.01.2009,31.12.2012,Jäsen
Wilhelms Pipsa,KOK,Jyväskylän Vuokra-asunnot Oy:n hallitus,01.01.2009,31.12.2009,Jäsen
Wilhelms Pipsa,KOK,Nuorisolautakunta,08.12.2008,31.12.2010,Jäsen
Wilhelms Pipsa,KOK,Jyväskylän Vuokra-asunnot Oy:n hallitus,01.01.2010,31.12.2010,Jäsen
Wilhelms Pipsa,KOK,Nuorisojaosto,01.01.2011,02.11.2011,Jäsen
Wilhelms Pipsa,KOK,Rakennus- ja ympäristölautakunta,08.12.2008,31.12.2012,Henkilökohtainen varajäsen
Wilhelms Pipsa,KOK,"Kulttuuri-, liikunta- ja nuorisolautakunta",20.09.2011,31.12.2012,Jäsen
Wilhelms Pipsa,KOK,Nuorisojaosto,03.11.2011,31.12.2012,Puheenjohtaja
Wilhelms Pipsa,KOK,Laajennettu puheenjohtajisto,03.11.2011,31.12.2012,Jäsen
Vilhuniemi Tarja,VIHR,Tulevaisuus- ja kaupunkisuunnittelulautakunta,18.12.2008,31.12.2012,Henkilökohtainen varajäsen
Viljanen Jussi,KOK,Jyväskylän Seudun Työterveyden jk,19.01.2009,31.03.2011,Henkilökohtainen varajäsen
Viljanen Jussi,KOK,Jyväskylän Seudun Työterveyden jk,01.04.2011,31.12.2012,Henkilökohtainen varajäsen
Vilpunaho Pentti,KESK,25. Vaalilautakunta,24.03.2011,17.04.2011,3. varajäsen
Vilpunaho Pentti,KESK,25. Vaalilautakunta,08.12.2011,05.02.2012,3. varajäsen
Virkkunen Henna,KOK,Kaupunginvaltuusto,03.11.2008,12.01.2009,Puheenjohtaja
Virkkunen Henna,KOK,Kaupunginvaltuusto,13.01.2009,31.12.2012,Jäsen
Virmasalo Antti,VIHR,Talouspalvelukeskuksen johtokunta,19.01.2009,31.12.2012,Jäsen
Virolainen Aki,SKP,26. Vaalilautakunta,08.12.2011,05.02.2012,1. varajäsen
Virtanen Erkki,SKP,Kunnan keskusvaalilautakunta,07.07.2008,31.01.2009,2. varajäsen
Virtanen Joonatan,VAS,Sivistyslautakunta,23.08.2011,31.12.2012,Jäsen
Virtanen Kalevi,EI,Joukkoliikennelautakunta,01.01.2012,31.12.2012,Edustaja
Virtanen Tiina,SKP,6. Vaalilautakunta,27.04.2009,07.06.2009,2. varajäsen
Visakorpi Marika,KD,K-S liiton kuntayhtymän edustajainkokous,12.01.2009,10.03.2009,Jäsen
Visakorpi Marika,KD,Kaupunginhallitus,03.11.2008,31.12.2010,Jäsen
